id,especie,ultima_modificacion,altura,circ_tronco_cm,diametro_tronco,long,lat,seccion,nombre_seccion,area_seccion,inclinacion_peligrosa,circ_tronco_cm_cat
30956,Fresno europeo,11/02/2011 08:58,Bajo (2 - 4 mts),84,Grande,-68.8552085795,-32.8640171276,6,Residencial Norte,2694682.37982,no,medio
30957,Paraiso sombrilla,10/02/2011 13:45,Bajo (2 - 4 mts),52,Mediano,-68.8551596091,-32.8639267643,6,Residencial Norte,2694682.37982,no,bajo
30958,Fresno europeo,10/02/2011 13:43,Medio (4 - 8 mts),90,Grande,-68.855164514,-32.8639012854,6,Residencial Norte,2694682.37982,no,medio
30959,Olmo bola,10/02/2011 13:41,Alto (> 8 mts),140,Grande,-68.8551672946,-32.8638686905,6,Residencial Norte,2694682.37982,no,alto
30960,Fresno europeo,10/02/2011 13:38,Medio (4 - 8 mts),68,Grande,-68.8551734265,-32.8638284639,6,Residencial Norte,2694682.37982,no,medio
30961,Fresno europeo,10/02/2011 13:32,Muy bajo (1 - 2 mts),8,Chico,-68.8551832954,-32.8637140764,6,Residencial Norte,2694682.37982,no,bajo
30963,Acacia visco,10/02/2011 13:28,Bajo (2 - 4 mts),86,Grande,-68.8551911547,-32.8636351402,6,Residencial Norte,2694682.37982,no,medio
30964,Fresno europeo,10/02/2011 13:25,Medio (4 - 8 mts),94,Grande,-68.8551937351,-32.8636179298,6,Residencial Norte,2694682.37982,no,medio
30968,Fresno europeo,10/02/2011 13:19,Medio (4 - 8 mts),96,Grande,-68.8552932295,-32.8635181885,6,Residencial Norte,2694682.37982,no,medio
30969,Acer,10/02/2011 13:14,Medio (4 - 8 mts),60,Mediano,-68.8553876171,-32.8635221848,6,Residencial Norte,2694682.37982,no,bajo
30970,Fresno europeo,10/02/2011 13:12,Alto (> 8 mts),124,Grande,-68.8554647105,-32.8635293639,6,Residencial Norte,2694682.37982,no,medio
30972,Fresno europeo,10/02/2011 13:07,Alto (> 8 mts),120,Grande,-68.8555473922,-32.8635349444,6,Residencial Norte,2694682.37982,no,medio
30973,Fresno europeo,10/02/2011 13:05,Bajo (2 - 4 mts),66,Grande,-68.8555916888,-32.8635387295,6,Residencial Norte,2694682.37982,no,medio
30978,Morera,10/02/2011 12:53,Muy bajo (1 - 2 mts),5,Chico,-68.8558233062,-32.8635454843,6,Residencial Norte,2694682.37982,no,bajo
30983,Fresno europeo,11/02/2011 09:45,Medio (4 - 8 mts),100,Grande,-68.8558952673,-32.8636932091,6,Residencial Norte,2694682.37982,no,medio
30985,Fresno americano,11/02/2011 09:41,Medio (4 - 8 mts),100,Grande,-68.8558826475,-32.8637775725,6,Residencial Norte,2694682.37982,no,medio
30986,Fresno europeo,11/02/2011 09:38,Medio (4 - 8 mts),136,Grande,-68.8558764567,-32.8638201317,6,Residencial Norte,2694682.37982,no,alto
30990,Morera,09/02/2011 13:36,Muy bajo (1 - 2 mts),5,Chico,-68.8556797915,-32.8647839328,6,Residencial Norte,2694682.37982,no,bajo
30991,Fresno europeo,09/02/2011 13:33,Medio (4 - 8 mts),102,Grande,-68.8556299046,-32.8647786454,6,Residencial Norte,2694682.37982,no,medio
30992,Morera,09/02/2011 13:26,Muy bajo (1 - 2 mts),5,Chico,-68.855489265,-32.8647684391,6,Residencial Norte,2694682.37982,no,bajo
30993,Fresno europeo,09/02/2011 13:24,Medio (4 - 8 mts),90,Grande,-68.8554392111,-32.8647659818,6,Residencial Norte,2694682.37982,no,medio
30994,Fresno europeo,09/02/2011 13:22,Muy bajo (1 - 2 mts),6,Chico,-68.8553810992,-32.8647595126,6,Residencial Norte,2694682.37982,no,bajo
30996,Fresno europeo,09/02/2011 13:19,Medio (4 - 8 mts),80,Grande,-68.8552055798,-32.8647454235,6,Residencial Norte,2694682.37982,no,medio
30999,Fresno europeo,10/02/2011 12:45,Medio (4 - 8 mts),88,Grande,-68.8550899298,-32.8646175681,6,Residencial Norte,2694682.37982,no,medio
31004,Fresno europeo,10/02/2011 12:28,Medio (4 - 8 mts),100,Grande,-68.8551260066,-32.8643360519,6,Residencial Norte,2694682.37982,no,medio
31010,Fresno europeo,10/02/2011 10:28,Medio (4 - 8 mts),72,Grande,-68.8553355656,-32.8641129444,6,Residencial Norte,2694682.37982,no,medio
31011,Fresno europeo,10/02/2011 10:25,Medio (4 - 8 mts),92,Grande,-68.8553966714,-32.864117647,6,Residencial Norte,2694682.37982,no,medio
31013,Fresno europeo,10/02/2011 10:17,Alto (> 8 mts),100,Grande,-68.8555280282,-32.8641294063,6,Residencial Norte,2694682.37982,no,medio
31014,Fresno europeo,10/02/2011 10:14,Medio (4 - 8 mts),96,Grande,-68.8556109694,-32.8641340917,6,Residencial Norte,2694682.37982,no,medio
31015,Paraiso,10/02/2011 10:11,Bajo (2 - 4 mts),20,Chico,-68.8556669533,-32.8641348777,6,Residencial Norte,2694682.37982,no,bajo
31017,Fresno europeo,10/02/2011 10:07,Medio (4 - 8 mts),92,Grande,-68.8557934623,-32.8641429729,6,Residencial Norte,2694682.37982,no,medio
31018,Tilo,10/02/2011 10:04,Bajo (2 - 4 mts),66,Grande,-68.8558481296,-32.8642171967,6,Residencial Norte,2694682.37982,no,medio
31020,Paraiso,10/02/2011 09:57,Alto (> 8 mts),150,Grande,-68.8558385133,-32.8643020938,6,Residencial Norte,2694682.37982,no,alto
31021,Morera,10/02/2011 09:37,Alto (> 8 mts),240,Grande,-68.8558323346,-32.8644051126,6,Residencial Norte,2694682.37982,no,muy alto
31022,Fresno europeo,10/02/2011 09:34,Medio (4 - 8 mts),110,Grande,-68.8558182605,-32.8645191744,6,Residencial Norte,2694682.37982,no,medio
31024,Fresno europeo,10/02/2011 09:29,Medio (4 - 8 mts),88,Grande,-68.8558099123,-32.8645941858,6,Residencial Norte,2694682.37982,no,medio
31025,Fresno europeo,10/02/2011 09:27,Medio (4 - 8 mts),86,Grande,-68.8558049052,-32.8646202003,6,Residencial Norte,2694682.37982,no,medio
31027,Fresno europeo,10/02/2011 09:16,Muy bajo (1 - 2 mts),5,Chico,-68.8557948294,-32.8647374478,6,Residencial Norte,2694682.37982,no,bajo
31028,Fresno europeo,16/02/2011 11:40,Medio (4 - 8 mts),62,Grande,-68.8557504827,-32.8653357617,6,Residencial Norte,2694682.37982,no,bajo
31029,Morera,16/02/2011 11:39,Alto (> 8 mts),150,Grande,-68.8557492602,-32.8652989712,6,Residencial Norte,2694682.37982,no,alto
31030,Fresno europeo,16/02/2011 11:38,Medio (4 - 8 mts),50,Mediano,-68.8557539042,-32.8652682287,6,Residencial Norte,2694682.37982,no,bajo
31031,Fresno europeo,16/02/2011 11:36,Bajo (2 - 4 mts),35,Mediano,-68.8557547188,-32.8652441832,6,Residencial Norte,2694682.37982,no,bajo
31034,Fresno europeo,16/02/2011 11:12,Medio (4 - 8 mts),70,Grande,-68.8557655017,-32.8651000759,6,Residencial Norte,2694682.37982,no,medio
31037,Paraiso sombrilla,16/02/2011 11:07,Bajo (2 - 4 mts),42,Mediano,-68.8557753794,-32.8650043489,6,Residencial Norte,2694682.37982,no,bajo
31038,Paraiso sombrilla,16/02/2011 11:06,Bajo (2 - 4 mts),44,Mediano,-68.8557774907,-32.8649706559,6,Residencial Norte,2694682.37982,no,bajo
31039,Paraiso sombrilla,16/02/2011 10:51,Bajo (2 - 4 mts),45,Mediano,-68.855776663,-32.864943366,6,Residencial Norte,2694682.37982,no,bajo
31040,Fresno europeo,16/02/2011 10:48,Muy bajo (1 - 2 mts),4,Chico,-68.8557310414,-32.8648712761,6,Residencial Norte,2694682.37982,no,bajo
31043,Fresno europeo,09/02/2011 12:01,Medio (4 - 8 mts),98,Grande,-68.855600601,-32.864862289,6,Residencial Norte,2694682.37982,no,medio
31044,Fresno europeo,16/02/2011 10:45,Alto (> 8 mts),65,Grande,-68.8555518196,-32.8648584545,6,Residencial Norte,2694682.37982,no,medio
31046,Fresno europeo,16/02/2011 10:43,Alto (> 8 mts),45,Mediano,-68.8554626367,-32.864850065,6,Residencial Norte,2694682.37982,no,bajo
31048,Fresno europeo,16/02/2011 10:36,Medio (4 - 8 mts),60,Mediano,-68.8553547524,-32.8648420829,6,Residencial Norte,2694682.37982,no,bajo
31050,Fresno europeo,16/02/2011 10:31,Medio (4 - 8 mts),40,Mediano,-68.8552269867,-32.8648302888,6,Residencial Norte,2694682.37982,no,bajo
31051,Acer,16/02/2011 10:30,Bajo (2 - 4 mts),38,Mediano,-68.8551884192,-32.8648273362,6,Residencial Norte,2694682.37982,no,bajo
31054,Perenne,16/02/2011 10:23,Muy bajo (1 - 2 mts),7,Chico,-68.8550574829,-32.8649301852,6,Residencial Norte,2694682.37982,no,bajo
31056,Fresno europeo,16/02/2011 10:21,Medio (4 - 8 mts),63,Grande,-68.8550528257,-32.8650036707,6,Residencial Norte,2694682.37982,no,medio
31058,Fresno europeo,16/02/2011 10:16,Medio (4 - 8 mts),93,Grande,-68.8550471647,-32.8650768755,6,Residencial Norte,2694682.37982,no,medio
31060,Fresno europeo,16/02/2011 10:13,Alto (> 8 mts),105,Grande,-68.8550398716,-32.8651576563,6,Residencial Norte,2694682.37982,no,medio
31061,Fresno europeo,16/02/2011 12:26,Alto (> 8 mts),65,Grande,-68.8550998909,-32.8652711861,6,Residencial Norte,2694682.37982,no,medio
31062,Fresno europeo,16/02/2011 12:28,Medio (4 - 8 mts),60,Mediano,-68.8551535915,-32.8652835745,6,Residencial Norte,2694682.37982,no,bajo
31063,Fresno europeo,16/02/2011 12:32,Medio (4 - 8 mts),50,Mediano,-68.8551994762,-32.8652994604,6,Residencial Norte,2694682.37982,no,bajo
31066,Fresno europeo,16/02/2011 12:40,Medio (4 - 8 mts),75,Grande,-68.8553219035,-32.865323873,6,Residencial Norte,2694682.37982,no,medio
31067,Fresno europeo,16/02/2011 12:42,Bajo (2 - 4 mts),90,Grande,-68.855367201000007,-32.8653315979,6,Residencial Norte,2694682.37982,no,medio
31070,Fresno europeo,16/02/2011 12:45,Alto (> 8 mts),120,Grande,-68.8555053304,-32.8653557787,6,Residencial Norte,2694682.37982,no,medio
31074,Paraiso sombrilla,08/02/2011 12:10,Medio (4 - 8 mts),86,Grande,-68.8548675519,-32.8649267947,6,Residencial Norte,2694682.37982,no,medio
31078,Fresno europeo,09/02/2011 09:49,Bajo (2 - 4 mts),84,Grande,-68.8547017413,-32.865185047,6,Residencial Norte,2694682.37982,no,medio
31079,Morera,09/02/2011 09:47,Alto (> 8 mts),144,Grande,-68.8546573124,-32.8651741751,6,Residencial Norte,2694682.37982,no,alto
31080,Morera,09/02/2011 09:44,Alto (> 8 mts),120,Grande,-68.8546088195,-32.8651656428,6,Residencial Norte,2694682.37982,no,medio
31081,Morera,09/02/2011 09:42,Alto (> 8 mts),160,Grande,-68.8545525326,-32.8651537652,6,Residencial Norte,2694682.37982,no,alto
31083,Morera,09/02/2011 09:38,Medio (4 - 8 mts),140,Grande,-68.8544815134,-32.8651345666,6,Residencial Norte,2694682.37982,no,alto
31085,Caducifolio,09/02/2011 09:34,Medio (4 - 8 mts),180,Grande,-68.8543433171,-32.8650986987,6,Residencial Norte,2694682.37982,no,alto
31087,Paraiso sombrilla,09/02/2011 09:30,Medio (4 - 8 mts),120,Grande,-68.8542173966,-32.8650697879,6,Residencial Norte,2694682.37982,no,medio
31095,Acer,08/02/2011 13:24,Medio (4 - 8 mts),48,Mediano,-68.854124207,-32.8647892205,6,Residencial Norte,2694682.37982,no,bajo
31096,Acer,08/02/2011 13:21,Bajo (2 - 4 mts),38,Mediano,-68.8541268851,-32.8647529169,6,Residencial Norte,2694682.37982,no,bajo
31097,Acer,08/02/2011 13:16,Bajo (2 - 4 mts),34,Mediano,-68.854132974,-32.864694247,6,Residencial Norte,2694682.37982,no,bajo
31098,Acer,08/02/2011 13:13,Alto (> 8 mts),132,Grande,-68.8541378133,-32.8646691621,6,Residencial Norte,2694682.37982,no,alto
31099,Paraiso sombrilla,08/02/2011 13:11,Medio (4 - 8 mts),150,Grande,-68.8541467142,-32.8645882949,6,Residencial Norte,2694682.37982,no,alto
31108,Fresno europeo,08/02/2011 12:40,Bajo (2 - 4 mts),50,Mediano,-68.8547864275,-32.8645542291,6,Residencial Norte,2694682.37982,no,bajo
31109,Fresno europeo,08/02/2011 12:38,Medio (4 - 8 mts),94,Grande,-68.8548402684,-32.8645588903,6,Residencial Norte,2694682.37982,no,medio
31110,Fresno europeo,08/02/2011 09:40,Medio (4 - 8 mts),100,Grande,-68.8548310007,-32.8644763744,6,Residencial Norte,2694682.37982,no,medio
31112,Fresno europeo,08/02/2011 09:37,Muy bajo (1 - 2 mts),36,Mediano,-68.854739339,-32.8644709453,6,Residencial Norte,2694682.37982,no,bajo
31113,Fresno europeo,08/02/2011 09:31,Medio (4 - 8 mts),84,Grande,-68.8546704335,-32.8644661593,6,Residencial Norte,2694682.37982,no,medio
31115,Fresno europeo,08/02/2011 09:27,Medio (4 - 8 mts),64,Grande,-68.8545563345,-32.8644589998,6,Residencial Norte,2694682.37982,no,medio
31116,Fresno europeo,08/02/2011 09:25,Medio (4 - 8 mts),104,Grande,-68.8544883927,-32.8644549669,6,Residencial Norte,2694682.37982,no,medio
31118,Fresno europeo,08/02/2011 09:12,Medio (4 - 8 mts),86,Grande,-68.8543235429,-32.864450198,6,Residencial Norte,2694682.37982,no,medio
31119,Fresno europeo,08/02/2011 09:09,Medio (4 - 8 mts),84,Grande,-68.8542714089,-32.8644471617,6,Residencial Norte,2694682.37982,no,medio
31120,Fresno europeo,08/02/2011 09:03,Bajo (2 - 4 mts),74,Grande,-68.8541869028,-32.8644434348,6,Residencial Norte,2694682.37982,no,medio
31122,Paraiso sombrilla,08/02/2011 08:45,Medio (4 - 8 mts),140,Grande,-68.8541774254,-32.8643255947,6,Residencial Norte,2694682.37982,no,alto
31123,Paraiso sombrilla,08/02/2011 08:41,Medio (4 - 8 mts),160,Grande,-68.8541812019,-32.864277527,6,Residencial Norte,2694682.37982,no,alto
31124,Morera,08/02/2011 08:32,Medio (4 - 8 mts),88,Grande,-68.8541916805,-32.8641981414,6,Residencial Norte,2694682.37982,no,medio
31126,Paraiso,08/02/2011 08:25,Medio (4 - 8 mts),120,Grande,-68.854208867,-32.8640793558,6,Residencial Norte,2694682.37982,no,medio
31127,Paraiso,08/02/2011 10:34,Muy bajo (1 - 2 mts),20,Chico,-68.8542396972,-32.8640427829,6,Residencial Norte,2694682.37982,no,bajo
31130,Fresno europeo,08/02/2011 10:25,Muy bajo (1 - 2 mts),5,Chico,-68.8544678964,-32.864051795,6,Residencial Norte,2694682.37982,no,bajo
31133,Fresno europeo,08/02/2011 10:19,Medio (4 - 8 mts),92,Grande,-68.8546139371,-32.8640590882,6,Residencial Norte,2694682.37982,no,medio
31134,Fresno europeo,08/02/2011 10:17,Medio (4 - 8 mts),80,Grande,-68.8546741912,-32.8640619534,6,Residencial Norte,2694682.37982,no,medio
31135,Fresno europeo,08/02/2011 10:14,Bajo (2 - 4 mts),56,Mediano,-68.8547771766,-32.8640681144,6,Residencial Norte,2694682.37982,no,bajo
31138,Paraiso sombrilla,08/02/2011 10:06,Medio (4 - 8 mts),94,Grande,-68.8549426836,-32.8641136382,6,Residencial Norte,2694682.37982,no,medio
31140,Fresno europeo,08/02/2011 09:48,Bajo (2 - 4 mts),36,Mediano,-68.8549178663,-32.8643092557,6,Residencial Norte,2694682.37982,no,bajo
31141,Morera,08/02/2011 09:44,Medio (4 - 8 mts),130,Grande,-68.8549058087,-32.8643994564,6,Residencial Norte,2694682.37982,no,alto
31144,Morera,07/02/2011 09:55,Alto (> 8 mts),144,Grande,-68.8542222762,-32.8638504309,6,Residencial Norte,2694682.37982,no,alto
31145,Morera,07/02/2011 09:50,Medio (4 - 8 mts),116,Grande,-68.8542245923,-32.8638061604,6,Residencial Norte,2694682.37982,no,medio
31146,Morera,07/02/2011 09:48,Alto (> 8 mts),144,Grande,-68.8542261936,-32.8637416009,6,Residencial Norte,2694682.37982,no,alto
31147,Morera,07/02/2011 09:45,Alto (> 8 mts),126,Grande,-68.8542222302,-32.8636826254,6,Residencial Norte,2694682.37982,no,alto
31148,Morera,07/02/2011 09:42,Alto (> 8 mts),150,Grande,-68.8542392079,-32.8636234037,6,Residencial Norte,2694682.37982,no,alto
31149,Fresno europeo,07/02/2011 09:38,Muy bajo (1 - 2 mts),12,Chico,-68.8542380992,-32.863582736,6,Residencial Norte,2694682.37982,no,bajo
31150,Fresno europeo,07/02/2011 09:37,Bajo (2 - 4 mts),60,Mediano,-68.8542393228,-32.8635531618,6,Residencial Norte,2694682.37982,no,bajo
31152,Morera,07/02/2011 13:25,Alto (> 8 mts),170,Grande,-68.8543241356,-32.8634765813,6,Residencial Norte,2694682.37982,no,alto
31153,Fresno europeo,07/02/2011 13:22,Medio (4 - 8 mts),80,Grande,-68.854368826,-32.863479278,6,Residencial Norte,2694682.37982,no,medio
31154,Fresno europeo,07/02/2011 13:20,Medio (4 - 8 mts),86,Grande,-68.8544102038,-32.8634816886,6,Residencial Norte,2694682.37982,no,medio
31155,Morera,07/02/2011 13:18,Alto (> 8 mts),120,Grande,-68.8545498153,-32.8634868229,6,Residencial Norte,2694682.37982,no,medio
31161,Morera,07/02/2011 12:58,Alto (> 8 mts),120,Grande,-68.8548361035,-32.86350178,6,Residencial Norte,2694682.37982,no,medio
31163,Fresno europeo,07/02/2011 12:52,Medio (4 - 8 mts),140,Grande,-68.8549937494,-32.8635479205,6,Residencial Norte,2694682.37982,no,alto
31164,Morera,07/02/2011 12:42,Medio (4 - 8 mts),84,Grande,-68.8549899201,-32.863603795,6,Residencial Norte,2694682.37982,no,medio
31166,Acacia visco,07/02/2011 12:36,Medio (4 - 8 mts),90,Grande,-68.8549829069,-32.8636550681,6,Residencial Norte,2694682.37982,no,medio
31167,Fresno europeo,07/02/2011 12:34,Medio (4 - 8 mts),82,Grande,-68.8549797936,-32.863683256,6,Residencial Norte,2694682.37982,no,medio
31168,Morera,07/02/2011 12:31,Medio (4 - 8 mts),90,Grande,-68.8549723825,-32.8637236831,6,Residencial Norte,2694682.37982,no,medio
31170,Morera,07/02/2011 12:27,Medio (4 - 8 mts),68,Grande,-68.854970132,-32.8638138383,6,Residencial Norte,2694682.37982,no,medio
31172,Olmo bola,07/02/2011 12:19,Bajo (2 - 4 mts),154,Grande,-68.8549544166,-32.8639005361,6,Residencial Norte,2694682.37982,no,alto
31173,Olmo bola,07/02/2011 12:16,Bajo (2 - 4 mts),66,Grande,-68.8549518751,-32.8639299618,6,Residencial Norte,2694682.37982,no,medio
31175,Fresno europeo,07/02/2011 10:33,Bajo (2 - 4 mts),64,Grande,-68.8548548652,-32.8639948336,6,Residencial Norte,2694682.37982,no,medio
31177,Fresno europeo,07/02/2011 10:28,Medio (4 - 8 mts),80,Grande,-68.854736676,-32.8639842304,6,Residencial Norte,2694682.37982,no,medio
31178,Fresno europeo,07/02/2011 10:26,Bajo (2 - 4 mts),46,Mediano,-68.8546864981,-32.8639794852,6,Residencial Norte,2694682.37982,no,bajo
31179,Fresno europeo,07/02/2011 10:21,Alto (> 8 mts),124,Grande,-68.8546091519,-32.8639724937,6,Residencial Norte,2694682.37982,no,medio
31181,Fresno europeo,07/02/2011 10:12,Alto (> 8 mts),124,Grande,-68.8544826681,-32.8639609943,6,Residencial Norte,2694682.37982,no,medio
31183,Fresno europeo,07/02/2011 10:05,Alto (> 8 mts),140,Grande,-68.8543627361,-32.8639545384,6,Residencial Norte,2694682.37982,no,alto
31184,Fresno europeo,07/02/2011 09:58,Medio (4 - 8 mts),56,Mediano,-68.8542698649,-32.863951378,6,Residencial Norte,2694682.37982,no,bajo
31185,Morera,04/02/2011 10:34,Alto (> 8 mts),130,Grande,-68.8540233571,-32.8634470509,6,Residencial Norte,2694682.37982,no,alto
31187,Ligustro,04/02/2011 10:30,Bajo (2 - 4 mts),30,Mediano,-68.8538781646,-32.8634443729,6,Residencial Norte,2694682.37982,no,bajo
31188,Morera,04/02/2011 10:28,Medio (4 - 8 mts),110,Grande,-68.8538094707,-32.863441391,6,Residencial Norte,2694682.37982,no,medio
31189,Morera,04/02/2011 10:26,Medio (4 - 8 mts),94,Grande,-68.8537467587,-32.8634391537,6,Residencial Norte,2694682.37982,no,medio
31192,Paraiso sombrilla,07/02/2011 09:16,Medio (4 - 8 mts),80,Grande,-68.853598969,-32.8636581641,6,Residencial Norte,2694682.37982,no,medio
31193,Paraiso sombrilla,07/02/2011 09:11,Bajo (2 - 4 mts),40,Mediano,-68.8535992655,-32.8636870908,6,Residencial Norte,2694682.37982,no,bajo
31196,Morera,07/02/2011 09:04,Medio (4 - 8 mts),86,Grande,-68.8535797022,-32.8638032369,6,Residencial Norte,2694682.37982,no,medio
31197,Morera,07/02/2011 09:02,Medio (4 - 8 mts),90,Grande,-68.8535753681,-32.8638400364,6,Residencial Norte,2694682.37982,no,medio
31201,Morera,07/02/2011 08:52,Medio (4 - 8 mts),106,Grande,-68.8535622655,-32.8639574335,6,Residencial Norte,2694682.37982,no,medio
31202,Ligustro,07/02/2011 08:48,Bajo (2 - 4 mts),50,Mediano,-68.8535596982,-32.8639970501,6,Residencial Norte,2694682.37982,no,bajo
31204,Morera,07/02/2011 08:44,Medio (4 - 8 mts),62,Grande,-68.8535513454,-32.864082824,6,Residencial Norte,2694682.37982,no,bajo
31205,Morera,07/02/2011 08:42,Medio (4 - 8 mts),34,Mediano,-68.8535456827,-32.8641205596,6,Residencial Norte,2694682.37982,no,bajo
31206,Tilo,07/02/2011 08:34,Bajo (2 - 4 mts),20,Chico,-68.8535273256,-32.8642535572,6,Residencial Norte,2694682.37982,no,bajo
31207,Fresno europeo,07/02/2011 08:30,Medio (4 - 8 mts),70,Grande,-68.8535198884,-32.864323695,6,Residencial Norte,2694682.37982,no,medio
31208,Fresno europeo,07/02/2011 08:28,Medio (4 - 8 mts),100,Grande,-68.8535158616,-32.8643782437,6,Residencial Norte,2694682.37982,no,medio
31209,Fresno europeo,07/02/2011 08:25,Medio (4 - 8 mts),60,Mediano,-68.8535052649,-32.8644549656,6,Residencial Norte,2694682.37982,no,bajo
31210,Fresno americano,04/02/2011 13:23,Medio (4 - 8 mts),72,Grande,-68.8534982014,-32.8645233374,6,Residencial Norte,2694682.37982,no,medio
31212,Prunas,04/02/2011 13:12,Bajo (2 - 4 mts),26,Mediano,-68.8534808465,-32.8646997211,6,Residencial Norte,2694682.37982,no,bajo
31213,Morera,04/02/2011 13:08,Alto (> 8 mts),184,Grande,-68.8534754947,-32.8647822488,6,Residencial Norte,2694682.37982,no,alto
31214,Morera,04/02/2011 13:06,Alto (> 8 mts),120,Grande,-68.8534692783,-32.8648428661,6,Residencial Norte,2694682.37982,no,medio
31215,Morera,04/02/2011 13:04,Alto (> 8 mts),122,Grande,-68.8534611512,-32.8649011034,6,Residencial Norte,2694682.37982,no,medio
31216,Morera,04/02/2011 13:01,Alto (> 8 mts),180,Grande,-68.8535214102,-32.8649617346,6,Residencial Norte,2694682.37982,no,alto
31217,Paraiso sombrilla,04/02/2011 12:59,Bajo (2 - 4 mts),68,Grande,-68.8535734204,-32.8649648206,6,Residencial Norte,2694682.37982,no,medio
31218,Paraiso,04/02/2011 12:56,Alto (> 8 mts),134,Grande,-68.8536863138,-32.864975838,6,Residencial Norte,2694682.37982,no,alto
31222,Fresno europeo,04/02/2011 12:47,Bajo (2 - 4 mts),50,Mediano,-68.8539708639,-32.8649629291,6,Residencial Norte,2694682.37982,no,bajo
31223,Ailanthus,04/02/2011 12:44,Alto (> 8 mts),140,Grande,-68.8539750174,-32.8649163144,6,Residencial Norte,2694682.37982,no,alto
31224,Fresno americano,04/02/2011 12:42,Bajo (2 - 4 mts),30,Mediano,-68.853980073,-32.8648772968,6,Residencial Norte,2694682.37982,no,bajo
31225,Ailanthus,04/02/2011 12:40,Alto (> 8 mts),144,Grande,-68.8539786326,-32.8648493452,6,Residencial Norte,2694682.37982,no,alto
31226,Ailanthus,04/02/2011 12:38,Alto (> 8 mts),146,Grande,-68.8539829726,-32.8648180281,6,Residencial Norte,2694682.37982,no,alto
31229,Perenne,04/02/2011 12:27,Bajo (2 - 4 mts),80,Grande,-68.8539983525,-32.8646563649,6,Residencial Norte,2694682.37982,no,medio
31230,Fresno europeo,04/02/2011 12:25,Bajo (2 - 4 mts),100,Grande,-68.8540032718,-32.8646288328,6,Residencial Norte,2694682.37982,no,medio
31233,Paraiso sombrilla,04/02/2011 12:17,Medio (4 - 8 mts),100,Grande,-68.8540178794,-32.8644787338,6,Residencial Norte,2694682.37982,no,medio
31234,Paraiso sombrilla,04/02/2011 12:14,Bajo (2 - 4 mts),70,Grande,-68.8540207974,-32.8644225923,6,Residencial Norte,2694682.37982,no,medio
31235,Paraiso sombrilla,04/02/2011 12:12,Bajo (2 - 4 mts),80,Grande,-68.8540235886,-32.8643903329,6,Residencial Norte,2694682.37982,no,medio
31236,Morera,04/02/2011 12:09,Bajo (2 - 4 mts),26,Mediano,-68.8540341063,-32.8643387348,6,Residencial Norte,2694682.37982,no,bajo
31237,Paraiso,04/02/2011 11:57,Medio (4 - 8 mts),100,Grande,-68.8540503915,-32.8641969343,6,Residencial Norte,2694682.37982,no,medio
31238,Jacarand,04/02/2011 11:54,Bajo (2 - 4 mts),24,Mediano,-68.8540499209,-32.8641633185,6,Residencial Norte,2694682.37982,no,bajo
31239,Fresno europeo,04/02/2011 11:52,Medio (4 - 8 mts),104,Grande,-68.8540539545,-32.8641220337,6,Residencial Norte,2694682.37982,no,medio
31243,Acer,04/02/2011 11:41,Medio (4 - 8 mts),100,Grande,-68.8540666781,-32.8639394985,6,Residencial Norte,2694682.37982,no,medio
31244,Paraiso,04/02/2011 10:53,Medio (4 - 8 mts),70,Grande,-68.8540738373,-32.8638626688,6,Residencial Norte,2694682.37982,no,medio
31245,Paraiso sombrilla,04/02/2011 10:50,Medio (4 - 8 mts),120,Grande,-68.8540750529,-32.8637916762,6,Residencial Norte,2694682.37982,no,medio
31246,Paraiso sombrilla,04/02/2011 10:48,Medio (4 - 8 mts),200,Grande,-68.8540810983,-32.8637295474,6,Residencial Norte,2694682.37982,no,alto
31247,Olmo bola,04/02/2011 10:42,Medio (4 - 8 mts),80,Grande,-68.8540952512,-32.8636077313,6,Residencial Norte,2694682.37982,no,medio
31248,Morera,04/02/2011 10:40,Alto (> 8 mts),120,Grande,-68.8541019462,-32.863521409,6,Residencial Norte,2694682.37982,no,medio
31249,Morera,04/02/2011 10:37,Alto (> 8 mts),106,Grande,-68.8529487838,-32.8632325415,6,Residencial Norte,2694682.37982,no,medio
31251,Morera,03/02/2011 10:01,Medio (4 - 8 mts),140,Grande,-68.8529613939,-32.8640136266,6,Residencial Norte,2694682.37982,no,alto
31254,Paraiso,03/02/2011 09:45,Alto (> 8 mts),200,Grande,-68.8529891553,-32.863684186,6,Residencial Norte,2694682.37982,no,alto
31259,Olmo bola,04/02/2011 09:34,Medio (4 - 8 mts),90,Grande,-68.8534889755,-32.8634245151,6,Residencial Norte,2694682.37982,no,medio
31263,Morera,04/02/2011 09:12,Alto (> 8 mts),160,Grande,-68.8535100243,-32.8637312515,6,Residencial Norte,2694682.37982,no,alto
31264,Prunas,03/02/2011 13:29,Bajo (2 - 4 mts),54,Mediano,-68.8534995918,-32.8638043478,6,Residencial Norte,2694682.37982,no,bajo
31265,Fresno europeo,03/02/2011 12:46,Medio (4 - 8 mts),66,Grande,-68.8533741771,-32.8644984036,6,Residencial Norte,2694682.37982,no,medio
31266,Morera,03/02/2011 13:21,Alto (> 8 mts),180,Grande,-68.8534708851,-32.8640651864,6,Residencial Norte,2694682.37982,si,alto
