id,especie,ultima_modificacion,altura,circ_tronco_cm,diametro_tronco,long,lat,seccion,nombre_seccion,area_seccion,inclinacion_peligrosa
17875,Morera,01/08/2011 13:34,Alto (> 8 mts),162,Grande,-68.8371196979,-32.8667377699,4,Cuarta Oeste,1173332.70145,no
17880,Fresno europeo,01/08/2011 10:47,Medio (4 - 8 mts),15,Chico,-68.8370246151,-32.8676065903,4,Cuarta Oeste,1173332.70145,no
17881,Morera,01/08/2011 10:46,Alto (> 8 mts),176,Grande,-68.8369524702,-32.8676196611,4,Cuarta Oeste,1173332.70145,no
17882,Pltano,01/08/2011 10:45,Alto (> 8 mts),150,Grande,-68.8368648295,-32.8676344248,4,Cuarta Oeste,1173332.70145,no
17883,Pltano,01/08/2011 10:44,Alto (> 8 mts),175,Grande,-68.8367881953,-32.8676483912,4,Cuarta Oeste,1173332.70145,no
17886,Morera,01/08/2011 10:38,Alto (> 8 mts),180,Grande,-68.8365890723,-32.8676860025,4,Cuarta Oeste,1173332.70145,no
17887,Morera,01/08/2011 10:30,Alto (> 8 mts),165,Grande,-68.8365310375,-32.8676954846,4,Cuarta Oeste,1173332.70145,no
17891,Morera,01/08/2011 10:18,Alto (> 8 mts),170,Grande,-68.8361402236,-32.8675635063,4,Cuarta Oeste,1173332.70145,no
17893,Morera,01/08/2011 10:07,Alto (> 8 mts),160,Grande,-68.8361020529,-32.8674194592,4,Cuarta Oeste,1173332.70145,si
17894,Morera,01/08/2011 10:05,Alto (> 8 mts),145,Grande,-68.836084437,-32.8673539731,4,Cuarta Oeste,1173332.70145,no
17895,Morera,01/08/2011 10:04,Alto (> 8 mts),130,Grande,-68.8360673605,-32.8672856925,4,Cuarta Oeste,1173332.70145,no
17897,Morera,01/08/2011 10:00,Alto (> 8 mts),107,Grande,-68.8360185344,-32.8670951671,4,Cuarta Oeste,1173332.70145,no
17898,Morera,01/08/2011 09:59,Alto (> 8 mts),88,Grande,-68.8360591702,-32.8670148613,4,Cuarta Oeste,1173332.70145,no
17900,Morera,01/08/2011 09:53,Alto (> 8 mts),97,Grande,-68.836177022,-32.8670169471,4,Cuarta Oeste,1173332.70145,no
17903,Morera,01/08/2011 09:48,Alto (> 8 mts),135,Grande,-68.8363252474,-32.8670244404,4,Cuarta Oeste,1173332.70145,no
17904,Paraiso,01/08/2011 09:39,Alto (> 8 mts),140,Grande,-68.8363767022,-32.8670243319,4,Cuarta Oeste,1173332.70145,no
17908,Morera,01/08/2011 09:31,Alto (> 8 mts),150,Grande,-68.8366420806,-32.8670380237,4,Cuarta Oeste,1173332.70145,no
17910,Morera,01/08/2011 09:22,Alto (> 8 mts),155,Grande,-68.8367942213,-32.8670418291,4,Cuarta Oeste,1173332.70145,no
17913,Paraiso,01/08/2011 09:07,Alto (> 8 mts),95,Grande,-68.8372185421,-32.8671331979,4,Cuarta Oeste,1173332.70145,no
17915,Paraiso,29/07/2011 14:00,Alto (> 8 mts),180,Grande,-68.837278151,-32.8673777997,4,Cuarta Oeste,1173332.70145,no
17916,Paraiso,29/07/2011 13:59,Alto (> 8 mts),160,Grande,-68.8372913985,-32.8674370583,4,Cuarta Oeste,1173332.70145,no
17917,Morera,04/08/2011 09:21,Alto (> 8 mts),140,Grande,-68.8375729081,-32.8668668317,4,Cuarta Oeste,1173332.70145,no
17918,Caducifolio,04/08/2011 09:19,Muy bajo (1 - 2 mts),5,Chico,-68.837531121,-32.8668727286,4,Cuarta Oeste,1173332.70145,no
17919,Caducifolio,04/08/2011 09:12,Bajo (2 - 4 mts),20,Chico,-68.8374610166,-32.8668803922,4,Cuarta Oeste,1173332.70145,no
17920,Morera,04/08/2011 09:11,Alto (> 8 mts),70,Grande,-68.8373981701,-32.8668922129,4,Cuarta Oeste,1173332.70145,no
17921,Morera,04/08/2011 09:07,Alto (> 8 mts),160,Grande,-68.8372896517,-32.8668724148,4,Cuarta Oeste,1173332.70145,no
17923,Morera,03/08/2011 14:24,Alto (> 8 mts),110,Grande,-68.8372671862,-32.8667707646,4,Cuarta Oeste,1173332.70145,no
17925,Morera,03/08/2011 14:21,Alto (> 8 mts),130,Grande,-68.837235463,-32.8666484535,4,Cuarta Oeste,1173332.70145,no
17926,Morera,03/08/2011 14:12,Alto (> 8 mts),140,Grande,-68.8372042362,-32.8664936541,4,Cuarta Oeste,1173332.70145,no
17927,Morera,03/08/2011 14:07,Alto (> 8 mts),135,Grande,-68.8371843985,-32.8664170005,4,Cuarta Oeste,1173332.70145,no
17928,Morera,03/08/2011 14:08,Alto (> 8 mts),150,Grande,-68.8371768734,-32.8663772377,4,Cuarta Oeste,1173332.70145,no
17929,Morera,03/08/2011 13:51,Alto (> 8 mts),98,Grande,-68.8372130802,-32.8662056832,4,Cuarta Oeste,1173332.70145,no
17934,Morera,03/08/2011 13:14,Medio (4 - 8 mts),35,Mediano,-68.8376326889,-32.8662506911,4,Cuarta Oeste,1173332.70145,no
17935,Morera,03/08/2011 13:12,Alto (> 8 mts),183,Grande,-68.8377250853,-32.8662637954,4,Cuarta Oeste,1173332.70145,no
17936,Morera,03/08/2011 13:09,Alto (> 8 mts),180,Grande,-68.8378109686,-32.8662745468,4,Cuarta Oeste,1173332.70145,no
17937,Morera,03/08/2011 10:27,Medio (4 - 8 mts),50,Mediano,-68.8378730221,-32.8662813773,4,Cuarta Oeste,1173332.70145,no
17939,Fresno europeo,03/08/2011 10:24,Alto (> 8 mts),190,Grande,-68.8382572276,-32.8663327599,4,Cuarta Oeste,1173332.70145,no
17941,Fresno europeo,03/08/2011 09:47,Alto (> 8 mts),130,Grande,-68.8384876579,-32.8669575543,4,Cuarta Oeste,1173332.70145,no
17942,Fresno europeo,03/08/2011 09:38,Muy bajo (1 - 2 mts),36,Mediano,-68.8385266804,-32.8671211721,4,Cuarta Oeste,1173332.70145,no
17943,Morera,03/08/2011 09:23,Alto (> 8 mts),148,Grande,-68.8385183948,-32.8673303546,4,Cuarta Oeste,1173332.70145,no
17945,Morera,03/08/2011 09:21,Alto (> 8 mts),150,Grande,-68.8383758056,-32.86736182,4,Cuarta Oeste,1173332.70145,no
17949,Pltano,02/08/2011 13:46,Alto (> 8 mts),180,Grande,-68.8380062226,-32.8674227473,4,Cuarta Oeste,1173332.70145,no
17951,Morera,02/08/2011 13:43,Alto (> 8 mts),160,Grande,-68.837836278,-32.8674556194,4,Cuarta Oeste,1173332.70145,si
17953,Morera,02/08/2011 13:35,Medio (4 - 8 mts),32,Mediano,-68.8376890462,-32.8674776011,4,Cuarta Oeste,1173332.70145,no
17954,Morera,02/08/2011 13:33,Alto (> 8 mts),148,Grande,-68.8375499962,-32.8675033002,4,Cuarta Oeste,1173332.70145,no
17959,Morera,02/08/2011 13:19,Alto (> 8 mts),85,Grande,-68.8373645148,-32.8671844084,4,Cuarta Oeste,1173332.70145,no
17961,Morera,02/08/2011 12:13,Medio (4 - 8 mts),60,Mediano,-68.8373419456,-32.8670809546,4,Cuarta Oeste,1173332.70145,no
17962,Paraiso,02/08/2011 12:12,Alto (> 8 mts),150,Grande,-68.8373973683,-32.8670148531,4,Cuarta Oeste,1173332.70145,no
17963,Morera,02/08/2011 12:11,Alto (> 8 mts),80,Grande,-68.8374409115,-32.867007505,4,Cuarta Oeste,1173332.70145,no
17966,Paraiso,02/08/2011 12:08,Alto (> 8 mts),180,Grande,-68.8376173777,-32.8669772785,4,Cuarta Oeste,1173332.70145,no
17968,Morera,01/08/2011 09:37,Bajo (2 - 4 mts),150,Grande,-68.8397828927,-32.8672166528,4,Cuarta Oeste,1173332.70145,no
17969,Morera,01/08/2011 09:36,Bajo (2 - 4 mts),12,Chico,-68.8398287432,-32.8672131886,4,Cuarta Oeste,1173332.70145,no
17970,Morera,01/08/2011 09:34,Medio (4 - 8 mts),110,Grande,-68.8399116776,-32.8672619935,4,Cuarta Oeste,1173332.70145,no
17973,Morera,01/08/2011 09:28,Medio (4 - 8 mts),190,Grande,-68.8399738599,-32.867500932,4,Cuarta Oeste,1173332.70145,no
17974,Morera,01/08/2011 09:27,Alto (> 8 mts),140,Grande,-68.8399910578,-32.8675806665,4,Cuarta Oeste,1173332.70145,no
17975,Morera,01/08/2011 09:25,Alto (> 8 mts),140,Grande,-68.8400138112,-32.8676565236,4,Cuarta Oeste,1173332.70145,no
17977,Morera,01/08/2011 09:20,Medio (4 - 8 mts),110,Grande,-68.840005577,-32.8678324202,4,Cuarta Oeste,1173332.70145,no
17978,Morera,01/08/2011 09:19,Muy bajo (1 - 2 mts),8,Chico,-68.8399434626,-32.8678368167,4,Cuarta Oeste,1173332.70145,no
17979,Morera,01/08/2011 09:17,Alto (> 8 mts),160,Grande,-68.839879115,-32.8678424628,4,Cuarta Oeste,1173332.70145,no
17980,Morera,01/08/2011 09:15,Alto (> 8 mts),223,Grande,-68.8398136145,-32.8678445431,4,Cuarta Oeste,1173332.70145,no
17981,Morera,01/08/2011 09:14,Alto (> 8 mts),220,Grande,-68.8397210122,-32.8678473964,4,Cuarta Oeste,1173332.70145,no
17982,Fresno americano,01/08/2011 09:11,Medio (4 - 8 mts),90,Grande,-68.8396404896,-32.867786877,4,Cuarta Oeste,1173332.70145,no
17983,Conifera,01/08/2011 09:10,Medio (4 - 8 mts),70,Grande,-68.839632549,-32.8677178773,4,Cuarta Oeste,1173332.70145,no
17987,Fresno europeo,29/07/2011 18:06,Medio (4 - 8 mts),124,Grande,-68.8396064163,-32.8674337468,4,Cuarta Oeste,1173332.70145,no
17990,Morera,29/07/2011 18:02,Medio (4 - 8 mts),140,Grande,-68.8396143681,-32.8672982215,4,Cuarta Oeste,1173332.70145,no
17991,Conifera,29/07/2011 17:59,Alto (> 8 mts),80,Grande,-68.8396133506,-32.8672699069,4,Cuarta Oeste,1173332.70145,no
17992,Morera,29/07/2011 17:58,Alto (> 8 mts),162,Grande,-68.8400418885,-32.8672939123,4,Cuarta Oeste,1173332.70145,no
17993,Morera,29/07/2011 17:57,Alto (> 8 mts),164,Grande,-68.8400649865,-32.8673295462,4,Cuarta Oeste,1173332.70145,no
17996,Olmo bola,29/07/2011 17:51,Medio (4 - 8 mts),70,Grande,-68.8401055159,-32.8674887471,4,Cuarta Oeste,1173332.70145,no
17997,Morera,29/07/2011 17:50,Alto (> 8 mts),250,Grande,-68.8401117951,-32.8675078629,4,Cuarta Oeste,1173332.70145,no
18002,Morera,29/07/2011 17:39,Alto (> 8 mts),200,Grande,-68.8403533565,-32.8678101571,4,Cuarta Oeste,1173332.70145,no
18003,Morera,29/07/2011 17:37,Alto (> 8 mts),190,Grande,-68.8404217456,-32.8678059162,4,Cuarta Oeste,1173332.70145,no
18007,Morera,29/07/2011 17:28,Alto (> 8 mts),140,Grande,-68.8406826984,-32.867786682,4,Cuarta Oeste,1173332.70145,no
18008,Morera,29/07/2011 17:25,Alto (> 8 mts),180,Grande,-68.8408126365,-32.8677793634,4,Cuarta Oeste,1173332.70145,no
18009,Morera,29/07/2011 17:24,Alto (> 8 mts),160,Grande,-68.8408757919,-32.8677741237,4,Cuarta Oeste,1173332.70145,no
18010,Morera,29/07/2011 17:22,Alto (> 8 mts),220,Grande,-68.8409506939,-32.8677725058,4,Cuarta Oeste,1173332.70145,no
18011,Morera,29/07/2011 17:21,Alto (> 8 mts),137,Grande,-68.8410059914,-32.8677657232,4,Cuarta Oeste,1173332.70145,no
18013,Morera,29/07/2011 17:18,Alto (> 8 mts),180,Grande,-68.8411551743,-32.867753738,4,Cuarta Oeste,1173332.70145,no
18015,Morera,29/07/2011 17:15,Alto (> 8 mts),226,Grande,-68.8412709882,-32.8677452251,4,Cuarta Oeste,1173332.70145,no
18016,Morera,29/07/2011 17:13,Medio (4 - 8 mts),92,Grande,-68.8413313632,-32.8676609491,4,Cuarta Oeste,1173332.70145,no
18017,Morera,29/07/2011 17:11,Medio (4 - 8 mts),35,Mediano,-68.8413098071,-32.8675907293,4,Cuarta Oeste,1173332.70145,no
18021,Morera,29/07/2011 13:35,Alto (> 8 mts),178,Grande,-68.8410510347,-32.8671571256,4,Cuarta Oeste,1173332.70145,no
18026,Morera,29/07/2011 13:26,Alto (> 8 mts),210,Grande,-68.8405850631,-32.8671771924,4,Cuarta Oeste,1173332.70145,no
18027,Morera,29/07/2011 13:25,Alto (> 8 mts),178,Grande,-68.8405068476,-32.8671797978,4,Cuarta Oeste,1173332.70145,no
18029,Conifera,29/07/2011 13:22,Muy bajo (1 - 2 mts),3,Chico,-68.840385892,-32.8671834306,4,Cuarta Oeste,1173332.70145,no
18031,Morera,29/07/2011 13:19,Alto (> 8 mts),160,Grande,-68.8402574497,-32.8671912917,4,Cuarta Oeste,1173332.70145,no
18032,Morera,29/07/2011 13:18,Alto (> 8 mts),200,Grande,-68.8401828659,-32.8671944426,4,Cuarta Oeste,1173332.70145,no
18033,Morera,29/07/2011 13:17,Medio (4 - 8 mts),160,Grande,-68.8401292883,-32.8671949945,4,Cuarta Oeste,1173332.70145,si
18034,Fresno europeo,01/08/2011 10:01,Muy bajo (1 - 2 mts),16,Chico,-68.840299832,-32.8679263172,4,Cuarta Oeste,1173332.70145,no
18037,Morera,01/08/2011 09:52,Alto (> 8 mts),130,Grande,-68.8403001942,-32.8681993634,4,Cuarta Oeste,1173332.70145,no
18039,Morera,01/08/2011 09:48,Alto (> 8 mts),120,Grande,-68.8403445724,-32.8683594582,4,Cuarta Oeste,1173332.70145,no
18040,Morera,01/08/2011 09:43,Alto (> 8 mts),96,Grande,-68.8403662042,-32.8684312346,4,Cuarta Oeste,1173332.70145,si
18041,Morera,01/08/2011 09:42,Alto (> 8 mts),141,Grande,-68.840380109,-32.8684826489,4,Cuarta Oeste,1173332.70145,no
18043,Fresno europeo,01/08/2011 09:39,Medio (4 - 8 mts),100,Grande,-68.8405312938,-32.8685366873,4,Cuarta Oeste,1173332.70145,no
18046,Morera,01/08/2011 09:35,Bajo (2 - 4 mts),30,Mediano,-68.8407633305,-32.8685246414,4,Cuarta Oeste,1173332.70145,no
18048,Fresno europeo,01/08/2011 09:31,Alto (> 8 mts),138,Grande,-68.8409233215,-32.8685142915,4,Cuarta Oeste,1173332.70145,no
18050,Fresno europeo,01/08/2011 09:29,Medio (4 - 8 mts),70,Grande,-68.8410816656,-32.8685034957,4,Cuarta Oeste,1173332.70145,no
18051,Fresno europeo,01/08/2011 09:28,Medio (4 - 8 mts),138,Grande,-68.8411266574,-32.868498323,4,Cuarta Oeste,1173332.70145,no
18053,Ailanthus,01/08/2011 09:26,Alto (> 8 mts),180,Grande,-68.8412903628,-32.8684895139,4,Cuarta Oeste,1173332.70145,no
18054,Morera,01/08/2011 09:25,Alto (> 8 mts),180,Grande,-68.8413625683,-32.8684796327,4,Cuarta Oeste,1173332.70145,si
18055,Caducifolio,01/08/2011 09:11,Bajo (2 - 4 mts),35,Mediano,-68.8415143412,-32.868354183,4,Cuarta Oeste,1173332.70145,no
18056,Paraiso,01/08/2011 09:08,Medio (4 - 8 mts),76,Grande,-68.8414987292,-32.8683010534,4,Cuarta Oeste,1173332.70145,no
18058,Morera,29/07/2011 13:45,Alto (> 8 mts),128,Grande,-68.8414441616,-32.8681034229,4,Cuarta Oeste,1173332.70145,no
18059,Morera,29/07/2011 13:43,Bajo (2 - 4 mts),35,Mediano,-68.8414268637,-32.8680371264,4,Cuarta Oeste,1173332.70145,no
18060,Fresno europeo,29/07/2011 13:41,Medio (4 - 8 mts),46,Mediano,-68.8413914925,-32.867918057,4,Cuarta Oeste,1173332.70145,no
18063,Morera,29/07/2011 13:22,Alto (> 8 mts),142,Grande,-68.8408903357,-32.8678866737,4,Cuarta Oeste,1173332.70145,no
18067,Morera,28/07/2011 11:23,Alto (> 8 mts),158,Grande,-68.8404853976,-32.8679166227,4,Cuarta Oeste,1173332.70145,no
18068,Morera,28/07/2011 11:22,Alto (> 8 mts),148,Grande,-68.8404376769,-32.867919009,4,Cuarta Oeste,1173332.70145,no
18070,Fresno europeo,02/08/2011 09:37,Alto (> 8 mts),118,Grande,-68.839640992,-32.8680591957,4,Cuarta Oeste,1173332.70145,no
18072,Paraiso,02/08/2011 08:03,Alto (> 8 mts),180,Grande,-68.8396558356,-32.8682418079,4,Cuarta Oeste,1173332.70145,si
18074,Paraiso,02/08/2011 07:57,Alto (> 8 mts),112,Grande,-68.839661395,-32.8683586747,4,Cuarta Oeste,1173332.70145,no
18079,Morera,02/08/2011 07:40,Alto (> 8 mts),155,Grande,-68.8398819563,-32.8685801428,4,Cuarta Oeste,1173332.70145,si
18082,Paraiso,02/08/2011 07:35,Alto (> 8 mts),185,Grande,-68.8402482264,-32.8685215501,4,Cuarta Oeste,1173332.70145,no
18083,Morera,02/08/2011 07:33,Medio (4 - 8 mts),60,Mediano,-68.8402354755,-32.8684821298,4,Cuarta Oeste,1173332.70145,no
18084,Ligustro,01/08/2011 10:23,Muy bajo (1 - 2 mts),20,Chico,-68.840225285,-32.8684448768,4,Cuarta Oeste,1173332.70145,no
18085,Paraiso,01/08/2011 10:22,Alto (> 8 mts),210,Grande,-68.840216416,-32.8684178362,4,Cuarta Oeste,1173332.70145,no
18087,Morera,01/08/2011 10:17,Medio (4 - 8 mts),96,Grande,-68.8401710076,-32.8682514192,4,Cuarta Oeste,1173332.70145,si
18088,Paraiso,01/08/2011 10:14,Alto (> 8 mts),128,Grande,-68.8401642553,-32.8682178423,4,Cuarta Oeste,1173332.70145,si
18089,Morera,01/08/2011 10:13,Alto (> 8 mts),180,Grande,-68.840150134500007,-32.8681677802,4,Cuarta Oeste,1173332.70145,no
18092,Morera,01/08/2011 10:07,Medio (4 - 8 mts),65,Grande,-68.8400279866,-32.8679421102,4,Cuarta Oeste,1173332.70145,no
18093,Morera,01/08/2011 10:06,Alto (> 8 mts),145,Grande,-68.8399508375,-32.8679484136,4,Cuarta Oeste,1173332.70145,no
18094,Morera,01/08/2011 10:03,Alto (> 8 mts),200,Grande,-68.8397455587,-32.8679604138,4,Cuarta Oeste,1173332.70145,no
18096,Ailanthus,28/07/2011 10:55,Medio (4 - 8 mts),26,Mediano,-68.8404504706,-32.8687698644,4,Cuarta Oeste,1173332.70145,no
18097,Morera,28/07/2011 10:53,Alto (> 8 mts),185,Grande,-68.8404776287,-32.8688786434,4,Cuarta Oeste,1173332.70145,no
18098,Morera,28/07/2011 10:51,Alto (> 8 mts),175,Grande,-68.8404926196,-32.8689203208,4,Cuarta Oeste,1173332.70145,no
18100,Paraiso,28/07/2011 10:42,Alto (> 8 mts),175,Grande,-68.8405439717,-32.8691226363,4,Cuarta Oeste,1173332.70145,no
18101,Paraiso,28/07/2011 10:39,Alto (> 8 mts),190,Grande,-68.8405572326,-32.869175763,4,Cuarta Oeste,1173332.70145,no
18103,Morera,28/07/2011 10:33,Alto (> 8 mts),180,Grande,-68.8406033196,-32.869335061,4,Cuarta Oeste,1173332.70145,si
18104,Morera,28/07/2011 10:31,Alto (> 8 mts),180,Grande,-68.8406149873,-32.8693828657,4,Cuarta Oeste,1173332.70145,no
18106,Paraiso,28/07/2011 10:26,Medio (4 - 8 mts),90,Grande,-68.8406445449,-32.8694592047,4,Cuarta Oeste,1173332.70145,si
18107,Paraiso,28/07/2011 10:24,Medio (4 - 8 mts),64,Grande,-68.8406625726,-32.8695266023,4,Cuarta Oeste,1173332.70145,si
18108,Morera,28/07/2011 10:20,Medio (4 - 8 mts),58,Mediano,-68.8406709866,-32.8695560443,4,Cuarta Oeste,1173332.70145,no
18109,Morera,28/07/2011 10:18,Medio (4 - 8 mts),40,Mediano,-68.8406864066,-32.8695968386,4,Cuarta Oeste,1173332.70145,no
18112,Paraiso,28/07/2011 10:11,Alto (> 8 mts),220,Grande,-68.840723359,-32.8697857004,4,Cuarta Oeste,1173332.70145,no
18114,Morera,28/07/2011 10:05,Alto (> 8 mts),120,Grande,-68.8408659521,-32.8698135639,4,Cuarta Oeste,1173332.70145,si
18115,Morera,28/07/2011 10:01,Alto (> 8 mts),145,Grande,-68.8409529365,-32.8698081742,4,Cuarta Oeste,1173332.70145,no
18116,Paraiso,28/07/2011 09:55,Medio (4 - 8 mts),116,Grande,-68.8410854982,-32.8697949949,4,Cuarta Oeste,1173332.70145,no
18117,Morera,28/07/2011 09:46,Alto (> 8 mts),210,Grande,-68.8411996876,-32.8697870111,4,Cuarta Oeste,1173332.70145,no
18118,Paraiso,28/07/2011 09:44,Medio (4 - 8 mts),114,Grande,-68.8412587161,-32.869783399,4,Cuarta Oeste,1173332.70145,no
18119,Fresno europeo,28/07/2011 09:41,Alto (> 8 mts),135,Grande,-68.8413619989,-32.8697739666,4,Cuarta Oeste,1173332.70145,no
18121,Morera,28/07/2011 09:34,Medio (4 - 8 mts),117,Grande,-68.8415775756,-32.8697594656,4,Cuarta Oeste,1173332.70145,si
18124,Fresno europeo,28/07/2011 09:26,Medio (4 - 8 mts),35,Mediano,-68.8418108646,-32.8697419217,4,Cuarta Oeste,1173332.70145,no
18126,Morera,28/07/2011 09:22,Alto (> 8 mts),75,Grande,-68.8417961875,-32.8694388634,4,Cuarta Oeste,1173332.70145,si
18129,Morera,28/07/2011 09:18,Alto (> 8 mts),175,Grande,-68.8417594255,-32.8692913809,4,Cuarta Oeste,1173332.70145,no
18130,Morera,28/07/2011 09:16,Alto (> 8 mts),185,Grande,-68.8417536845,-32.8692643435,4,Cuarta Oeste,1173332.70145,si
18131,Morera,27/07/2011 10:14,Medio (4 - 8 mts),89,Grande,-68.8417430995,-32.8692081753,4,Cuarta Oeste,1173332.70145,si
18132,Morera,27/07/2011 10:12,Alto (> 8 mts),92,Grande,-68.8417185525,-32.8691352684,4,Cuarta Oeste,1173332.70145,si
18134,Morera,27/07/2011 10:10,Alto (> 8 mts),148,Grande,-68.8416854305,-32.8690175716,4,Cuarta Oeste,1173332.70145,no
18135,Morera,27/07/2011 10:09,Alto (> 8 mts),130,Grande,-68.8416609053,-32.8689402473,4,Cuarta Oeste,1173332.70145,si
18138,Morera,27/07/2011 10:03,Alto (> 8 mts),126,Grande,-68.8416185638,-32.8687743658,4,Cuarta Oeste,1173332.70145,no
18141,Ailanthus,27/07/2011 09:59,Bajo (2 - 4 mts),10,Chico,-68.8415900537,-32.8686331306,4,Cuarta Oeste,1173332.70145,no
18143,Ailanthus,27/07/2011 09:56,Alto (> 8 mts),180,Grande,-68.8413895359,-32.8685988349,4,Cuarta Oeste,1173332.70145,no
18144,Fresno europeo,27/07/2011 09:55,Alto (> 8 mts),180,Grande,-68.8413169746,-32.8686055957,4,Cuarta Oeste,1173332.70145,no
18147,Fresno europeo,27/07/2011 09:47,Medio (4 - 8 mts),128,Grande,-68.8410702402,-32.8686192588,4,Cuarta Oeste,1173332.70145,no
18148,Fresno europeo,27/07/2011 09:45,Alto (> 8 mts),125,Grande,-68.8409370893,-32.8686300902,4,Cuarta Oeste,1173332.70145,no
18149,Morera,27/07/2011 09:43,Alto (> 8 mts),150,Grande,-68.8408626073,-32.8686354057,4,Cuarta Oeste,1173332.70145,si
18150,Paraiso,27/07/2011 09:41,Alto (> 8 mts),133,Grande,-68.8407894128,-32.8686377471,4,Cuarta Oeste,1173332.70145,no
18152,Morera,27/07/2011 09:39,Alto (> 8 mts),150,Grande,-68.840676566,-32.8686468007,4,Cuarta Oeste,1173332.70145,no
18155,Paraiso,26/07/2011 09:42,Alto (> 8 mts),122,Grande,-68.8402443201,-32.8686741118,4,Cuarta Oeste,1173332.70145,si
18159,Morera,26/07/2011 09:46,Alto (> 8 mts),195,Grande,-68.8399836844,-32.8686925466,4,Cuarta Oeste,1173332.70145,no
18162,Fresno europeo,26/07/2011 09:52,Bajo (2 - 4 mts),14,Chico,-68.8397509439,-32.8687088272,4,Cuarta Oeste,1173332.70145,no
18163,Fresno europeo,26/07/2011 09:53,Alto (> 8 mts),155,Grande,-68.839683759,-32.8687559899,4,Cuarta Oeste,1173332.70145,no
18165,Morera,26/07/2011 09:56,Medio (4 - 8 mts),35,Mediano,-68.8396886665,-32.8688789233,4,Cuarta Oeste,1173332.70145,no
18168,Fresno europeo,26/07/2011 13:35,Alto (> 8 mts),152,Grande,-68.8397048109,-32.8692294065,4,Cuarta Oeste,1173332.70145,no
18171,Paraiso,26/07/2011 09:20,Alto (> 8 mts),168,Grande,-68.8397147169,-32.8694520422,4,Cuarta Oeste,1173332.70145,no
18172,Fresno europeo,26/07/2011 09:14,Medio (4 - 8 mts),18,Chico,-68.8397145406,-32.8694811766,4,Cuarta Oeste,1173332.70145,no
18174,Morera,26/07/2011 09:10,Alto (> 8 mts),140,Grande,-68.8397230304,-32.8695948082,4,Cuarta Oeste,1173332.70145,no
18179,Morera,26/07/2011 09:03,Alto (> 8 mts),160,Grande,-68.8397487202,-32.869885716,4,Cuarta Oeste,1173332.70145,si
18180,Morera,26/07/2011 09:02,Alto (> 8 mts),165,Grande,-68.8398277587,-32.8698777813,4,Cuarta Oeste,1173332.70145,no
18182,Morera,26/07/2011 08:57,Alto (> 8 mts),120,Grande,-68.8400175956,-32.8698653401,4,Cuarta Oeste,1173332.70145,si
18184,Olmo comun,26/07/2011 08:54,Alto (> 8 mts),104,Grande,-68.8401900696,-32.8698516492,4,Cuarta Oeste,1173332.70145,no
18185,Paraiso,26/07/2011 08:52,Alto (> 8 mts),168,Grande,-68.8402528743,-32.869848559,4,Cuarta Oeste,1173332.70145,si
18186,Morera,26/07/2011 08:51,Alto (> 8 mts),135,Grande,-68.8403265218,-32.8698444395,4,Cuarta Oeste,1173332.70145,no
18187,Conifera,26/07/2011 08:48,Alto (> 8 mts),38,Mediano,-68.8404142462,-32.869839354,4,Cuarta Oeste,1173332.70145,no
18188,Morera,26/07/2011 08:47,Alto (> 8 mts),152,Grande,-68.8404620513,-32.8698363592,4,Cuarta Oeste,1173332.70145,no
18189,Morera,26/07/2011 08:45,Bajo (2 - 4 mts),34,Mediano,-68.8405085351,-32.8698338035,4,Cuarta Oeste,1173332.70145,si
18190,Morera,22/07/2011 09:35,Alto (> 8 mts),130,Grande,-68.8405784088,-32.8697615307,4,Cuarta Oeste,1173332.70145,no
18191,Fresno americano,22/07/2011 09:32,Medio (4 - 8 mts),97,Grande,-68.8405487964,-32.8696506747,4,Cuarta Oeste,1173332.70145,no
18192,Paraiso,22/07/2011 09:30,Alto (> 8 mts),230,Grande,-68.840520762,-32.8695567365,4,Cuarta Oeste,1173332.70145,no
18194,Paraiso,22/07/2011 09:22,Alto (> 8 mts),230,Grande,-68.8404821895,-32.8694345438,4,Cuarta Oeste,1173332.70145,no
18196,lamo criollo,22/07/2011 09:18,Alto (> 8 mts),190,Grande,-68.8404438864,-32.8692842727,4,Cuarta Oeste,1173332.70145,no
18197,Paraiso,22/07/2011 09:16,Medio (4 - 8 mts),130,Grande,-68.8404309898,-32.8692150999,4,Cuarta Oeste,1173332.70145,no
18198,Morera,22/07/2011 09:14,Alto (> 8 mts),110,Grande,-68.8404229131,-32.8691823545,4,Cuarta Oeste,1173332.70145,si
18199,Morera,22/07/2011 09:12,Alto (> 8 mts),103,Grande,-68.8404057277,-32.8691262787,4,Cuarta Oeste,1173332.70145,no
18200,Morera,22/07/2011 09:11,Alto (> 8 mts),135,Grande,-68.8404003049,-32.8690983779,4,Cuarta Oeste,1173332.70145,no
18201,Morera,22/07/2011 09:10,Alto (> 8 mts),143,Grande,-68.8403846867,-32.8690490352,4,Cuarta Oeste,1173332.70145,no
18203,Morera,22/07/2011 09:07,Alto (> 8 mts),96,Grande,-68.8403632787,-32.8689512642,4,Cuarta Oeste,1173332.70145,si
18208,Ligustro,08/08/2011 09:10,Bajo (2 - 4 mts),60,Mediano,-68.8389580892,-32.8683806743,4,Cuarta Oeste,1173332.70145,no
18209,Perenne,05/08/2011 12:13,Medio (4 - 8 mts),66,Grande,-68.8389440567,-32.8683412522,4,Cuarta Oeste,1173332.70145,no
